ZIP census tabulation area,ZIP Code name,Total population (2020 Census)
43338,"Mount Gilead, OH",10423
43340,"Mount Victory, OH",1754
43341,"New Bloomington, OH",911
43342,"Prospect, OH",3256
43343,"Quincy, OH",1233
43344,"Richwood, OH",5702
43345,"Ridgeway, OH",874
43346,"Roundhead, OH (PO boxes)",56
43347,"Rushsylvania, OH",1492
43348,"Russells Point, OH",1880
43350,"Sparta, OH (PO boxes)",127
43351,"Upper Sandusky, OH",10144
43356,"Waldo, OH",1161
43357,"West Liberty, OH",4848
43358,"West Mansfield, OH",2587
43359,"Wharton, OH",720
43360,"Zanesfield, OH",1590
43402,"Bowling Green, OH",31459
43403,"Bowling Green, OH",5422
43406,"Bradner, OH",1740
43407,"Burgoon, OH",631
43408,"Clay Center, OH (PO boxes)",251
43410,"Clyde, OH",10219
43412,"Curtice, OH",4033
43413,"Cygnet, OH",1430
43414,"Dunbridge, OH (PO boxes)",73
43416,"Elmore, OH",2769
43420,"Fremont, OH",29332
43430,"Genoa, OH",4631
43431,"Gibsonburg, OH",4500
43432,"Graytown, OH",1354
43433,"Gypsum, OH (PO boxes)",101
43434,"Harbor View, OH (PO boxes)",89
43435,"Helena, OH",1484
43436,"Isle Saint George, OH",10
43437,"Jerry City, OH (PO boxes)",447
43438,"Kelleys Island, OH (PO boxes)",256
43439,"Lacarne, OH (PO boxes)",62
43440,"Lakeside Marblehead, OH",4665
43442,"Lindsey, OH",1015
43443,"Luckey, OH",1856
43445,"Martin, OH",1188
43446,"Middle Bass, OH (PO boxes)",118
43447,"Millbury, OH",3343
43449,"Oak Harbor, OH",8057
43450,"Pemberville, OH",3454
43451,"Portage, OH",1126
43452,"Port Clinton, OH",13443
43456,"Put In Bay, OH (PO boxes)",678
43457,"Risingsun, OH",1443
43458,"Rocky Ridge, OH (PO boxes)",312
43460,"Rossford, OH",6230
43462,"Rudolph, OH",1096
43463,"Stony Ridge, OH (PO boxes)",253
43464,"Vickery, OH",1336
43465,"Walbridge, OH",5599
43466,"Wayne, OH",2141
43467,"West Millgrove, OH (PO boxes)",131
43468,"Williston, OH (PO boxes)",565
43469,"Woodville, OH",3014
43501,"Alvordton, OH",844
43502,"Archbold, OH",7064
43504,"Berkey, OH",1110
43505,"Blakeslee, OH (PO boxes)",98
43506,"Bryan, OH",15010
43510,"Colton, OH (PO boxes)",157
43511,"Custar, OH",856
43512,"Defiance, OH",28208
43515,"Delta, OH",8174
43516,"Deshler, OH",2776
43517,"Edgerton, OH",3494
43518,"Edon, OH",2572
43519,"Evansport, OH (PO boxes)",143
43520,"Farmer, OH (PO boxes)",77
43521,"Fayette, OH",2693
43522,"Grand Rapids, OH",3249
43523,"Grelton, OH (PO boxes)",133
43524,"Hamler, OH",1239
43525,"Haskins, OH",1191
43526,"Hicksville, OH",5995
43527,"Holgate, OH",2152
43528,"Holland, OH",16746
43529,"Hoytville, OH (PO boxes)",220
43530,"Jewell, OH (PO boxes)",15
43531,"Kunkle, OH (PO boxes)",156
43532,"Liberty Center, OH",3775
43533,"Lyons, OH",1509
43534,"Mc Clure, OH",1662
43535,"Malinta, OH",721
43536,"Mark Center, OH",383
43537,"Maumee, OH",29075
43540,"Metamora, OH",1459
43541,"Milton Center, OH",137
43542,"Monclova, OH",4443
43543,"Montpelier, OH",7364
43545,"Napoleon, OH",13954
43547,"Neapolis, OH (PO boxes)",370
43548,"New Bavaria, OH",721
43549,"Ney, OH",1359
43551,"Perrysburg, OH",43235
43553,"Pettisville, OH (PO boxes)",330
43554,"Pioneer, OH",2413
43555,"Ridgeville Corners, OH (PO boxes)",333
43556,"Sherwood, OH",1762
43557,"Stryker, OH",3161
43558,"Swanton, OH",13088
43560,"Sylvania, OH",34204
43565,"Tontogany, OH (PO boxes)",349
43566,"Waterville, OH",8371
43567,"Wauseon, OH",13240
43569,"Weston, OH",2628
43570,"West Unity, OH",3152
43571,"Whitehouse, OH",7753
43604,"Toledo, OH",9248
43605,"Toledo, OH",25007
43606,"Toledo, OH",25671
43607,"Toledo, OH",20494
43608,"Toledo, OH",12948
43609,"Toledo, OH",20519
43610,"Toledo, OH",4159
43611,"Toledo, OH",18505
43612,"Toledo, OH",29718
43613,"Toledo, OH",32116
43614,"Toledo, OH",29866
43615,"Toledo, OH",39449
43616,"Oregon, OH",20480
43617,"Toledo, OH",7659
43619,"Northwood, OH",7454
43620,"Toledo, OH",5019
43623,"Toledo, OH",20320
43701,"Zanesville, OH",55361
43711,"Ava, OH (PO boxes)",87
43713,"Barnesville, OH",7227
43716,"Beallsville, OH",1806
43717,"Belle Valley, OH (PO boxes)",156
43718,"Belmont, OH",3049
43719,"Bethesda, OH",2319
43720,"Blue Rock, OH",1304
43721,"Brownsville, OH (PO boxes)",140
43722,"Buffalo, OH (PO boxes)",324
43723,"Byesville, OH",4671
43724,"Caldwell, OH",8865
43725,"Cambridge, OH",19520
43727,"Chandlersville, OH",1517
43728,"Chesterhill, OH",1072
43730,"Corning, OH",2277
43731,"Crooksville, OH",5200
43732,"Cumberland, OH",1648
43733,"Derwent, OH (PO boxes)",57
43734,"Duncan Falls, OH",1212
43735,"East Fultonham, OH (PO boxes)",382
43736,"Fairview, OH (PO boxes)",19
43738,"Fultonham, OH (PO boxes)",73
43739,"Glenford, OH",2380
43740,"Gratiot, OH (PO boxes)",220
43746,"Hopewell, OH",1261
43747,"Jerusalem, OH",1229
43748,"Junction City, OH",2711
43749,"Kimbolton, OH",2308
43750,"Kipling, OH (PO boxes)",145
43754,"Lewisville, OH",1318
43755,"Lore City, OH",1732
43756,"Mcconnelsville, OH",4909
43758,"Malta, OH",3000
43759,"Morristown, OH (PO boxes)",235
43760,"Mount Perry, OH",1949
43761,"Moxahala, OH (PO boxes)",54
43762,"New Concord, OH",5346
43764,"New Lexington, OH",8177
43766,"New Straitsville, OH",1492
43767,"Norwich, OH",1425
43768,"Old Washington, OH (PO boxes)",223
43771,"Philo, OH",1796
43772,"Pleasant City, OH",1811
43773,"Quaker City, OH",2964
43777,"Roseville, OH",4568
43778,"Salesville, OH",1428
43779,"Sarahsville, OH",888
43780,"Senecaville, OH",2235
43782,"Shawnee, OH",727
43783,"Somerset, OH",4743
43786,"Stafford, OH (PO boxes)",56
43787,"Stockport, OH",2815
43788,"Summerfield, OH",816
43791,"White Cottage, OH (PO boxes)",133
43793,"Woodsfield, OH",4829
43802,"Adamsville, OH",1334
43804,"Baltic, OH",4045
43805,"Blissfield, OH (PO boxes)",66
43811,"Conesville, OH",763
43812,"Coshocton, OH",18669
43821,"Dresden, OH",4557
43822,"Frazeysburg, OH",4668
43824,"Fresno, OH",3991
43830,"Nashport, OH",6593
43832,"Newcomerstown, OH",7341
43836,"Plainfield, OH (PO boxes)",107
43837,"Port Washington, OH",1784
43840,"Stone Creek, OH",1279
43842,"Trinway, OH (PO boxes)",345
43843,"Walhonding, OH",1449
43844,"Warsaw, OH",3778
43845,"West Lafayette, OH",4803
43901,"Adena, OH",2082
43902,"Alledonia, OH",200
43903,"Amsterdam, OH",1937
43905,"Barton, OH (PO boxes)",474
43906,"Bellaire, OH",7952
43907,"Cadiz, OH",5369
43908,"Bergholz, OH",1321
43909,"Blaine, OH (PO boxes)",78
43910,"Bloomingdale, OH",3379
43912,"Bridgeport, OH",6060
43913,"Brilliant, OH",1322
43914,"Cameron, OH (PO boxes)",66
43915,"Clarington, OH",1383
43917,"Dillonvale, OH",2647
43920,"East Liverpool, OH",21662
43925,"East Springfield, OH (PO boxes)",119
43926,"Empire, OH (PO boxes)",247
43928,"Glencoe, OH (PO boxes)",235
43930,"Hammondsville, OH",681
43931,"Hannibal, OH (PO boxes)",168
43932,"Irondale, OH",970
43933,"Jacobsburg, OH",1969
43934,"Lansing, OH (PO boxes)",227
43935,"Martins Ferry, OH",7968
43938,"Mingo Junction, OH",5196
43939,"Mount Pleasant, OH (PO boxes)",436
43940,"Neffs, OH (PO boxes)",321
43942,"Powhatan Point, OH",2271
43943,"Rayland, OH",3452
43944,"Richmond, OH",2328
43945,"Salineville, OH",2972
43946,"Sardis, OH",1836
43947,"Shadyside, OH",5002
43948,"Smithfield, OH (PO boxes)",514
43950,"Saint Clairsville, OH",16212
43951,"Lafferty, OH (PO boxes)",169
43952,"Steubenville, OH",17977
43953,"Steubenville, OH",11637
43961,"Stratton, OH (PO boxes)",234
43962,"Summitville, OH (PO boxes)",66
43963,"Tiltonsville, OH",1249
43964,"Toronto, OH",9098
43967,"Warnock, OH (PO boxes)",37
43968,"Wellsville, OH",6546
43971,"Yorkville, OH",1033
43972,"Bannock, OH (PO boxes)",93
43973,"Freeport, OH",1947
43974,"Harrisville, OH (PO boxes)",99
43976,"Hopedale, OH",1543
43977,"Flushing, OH",2178
43981,"New Athens, OH (PO boxes)",176
43983,"Piedmont, OH",436
43985,"Holloway, OH (PO boxes)",270
43986,"Jewett, OH",1728
43988,"Scio, OH",2351
44001,"Amherst, OH",20837
44003,"Andover, OH",4275
44004,"Ashtabula, OH",31661
44010,"Austinburg, OH",1666
44011,"Avon, OH",24847
44012,"Avon Lake, OH",25206
44017,"Berea, OH",18611
44021,"Burton, OH",6347
44022,"Chagrin Falls, OH",17150
44023,"Chagrin Falls, OH",19075
44024,"Chardon, OH",23795
44026,"Chesterland, OH",10877
44028,"Columbia Station, OH",8931
44030,"Conneaut, OH",15868
44032,"Dorset, OH",1505
44035,"Elyria, OH",61921
44039,"North Ridgeville, OH",35630
44040,"Gates Mills, OH",3032
44041,"Geneva, OH",13910
44044,"Grafton, OH",14911
44045,"Grand River, OH (PO boxes)",421
44046,"Huntsburg, OH",2187
44047,"Jefferson, OH",9156
44048,"Kingsville, OH",2178
44049,"Kipton, OH (PO boxes)",194
44050,"Lagrange, OH",6724
44052,"Lorain, OH",29249
44053,"Lorain, OH",20735
44054,"Sheffield Lake, OH",12484
44055,"Lorain, OH",19331
44056,"Macedonia, OH",12156
44057,"Madison, OH",19447
44060,"Mentor, OH",60360
44062,"Middlefield, OH",15085
44064,"Montville, OH",1618
44065,"Newbury, OH",4058
44067,"Northfield, OH",19995
44068,"North Kingsville, OH (PO boxes)",226
44070,"North Olmsted, OH",32442
44072,"Novelty, OH",4583
44074,"Oberlin, OH",11957
44076,"Orwell, OH",5313
44077,"Painesville, OH",58253
44080,"Parkman, OH (PO boxes)",153
44081,"Perry, OH",6930
44082,"Pierpont, OH",1511
44084,"Rock Creek, OH",3707
44085,"Rome, OH",3232
44086,"Thompson, OH",2221
44087,"Twinsburg, OH",22626
44089,"Vermilion, OH",15899
44090,"Wellington, OH",11085
44092,"Wickliffe, OH",16786
44093,"Williamsfield, OH",1454
44094,"Willoughby, OH",37634
44095,"Eastlake, OH",32616
44099,"Windsor, OH",2528
44101,"Cleveland, OH (PO boxes)",624
44102,"Cleveland, OH",43347
44103,"Cleveland, OH",14469
44104,"Cleveland, OH",20202
44105,"Cleveland, OH",34100
44106,"Cleveland, OH",26608
44107,"Lakewood, OH",51109
44108,"Cleveland, OH",20005
44109,"Cleveland, OH",39121
44110,"Cleveland, OH",17617
44111,"Cleveland, OH",41045
44112,"Cleveland, OH",18685
44113,"Cleveland, OH",20291
44114,"Cleveland, OH",7622
44115,"Cleveland, OH",8985
44116,"Rocky River, OH",21821
44117,"Euclid, OH",10533
44118,"Cleveland, OH",40242
44119,"Cleveland, OH",12134
44120,"Cleveland, OH",34611
44121,"Cleveland, OH",32887
44122,"Beachwood, OH",36268
44123,"Euclid, OH",17620
44124,"Cleveland, OH",40530
44125,"Cleveland, OH",29663
44126,"Cleveland, OH",17235
44127,"Cleveland, OH",4179
44128,"Cleveland, OH",28146
44129,"Cleveland, OH",28803
44130,"Cleveland, OH",50825
44131,"Independence, OH",20664
44132,"Euclid, OH",14524
44133,"North Royalton, OH",31373
44134,"Cleveland, OH",38845
44135,"Cleveland, OH",26684
44136,"Strongsville, OH",25890
44137,"Maple Heights, OH",23759
44138,"Olmsted Falls, OH",23088
44139,"Solon, OH",25331
44140,"Bay Village, OH",16163
44141,"Brecksville, OH",14130
44142,"Brookpark, OH",18598
44143,"Cleveland, OH",25339
44144,"Cleveland, OH",21361
44145,"Westlake, OH",34228
44146,"Bedford, OH",29778
44147,"Broadview Heights, OH",19872
44149,"Strongsville, OH",20678
44201,"Atwater, OH",6658
44202,"Aurora, OH",22167
44203,"Barberton, OH",39577
44212,"Brunswick, OH",45749
44214,"Burbank, OH",2149
44215,"Chippewa Lake, OH",2289
44216,"Clinton, OH",9443
44217,"Creston, OH",4165
44221,"Cuyahoga Falls, OH",29601
44223,"Cuyahoga Falls, OH",18388
44224,"Stow, OH",38709
44230,"Doylestown, OH",8064
44231,"Garrettsville, OH",8398
44232,"Green, OH (PO boxes)",30
44233,"Hinckley, OH",8025
44234,"Hiram, OH",3763
44235,"Homerville, OH",1960
44236,"Hudson, OH",26216
44240,"Kent, OH",38354
44241,"Streetsboro, OH",17659
44243,"Kent, OH",5670
44250,"Lakemore, OH (PO boxes)",1469
44251,"Westfield Center, OH (PO boxes)",928
44253,"Litchfield, OH",3438
44254,"Lodi, OH",4784
44255,"Mantua, OH",7558
44256,"Medina, OH",64815
44260,"Mogadore, OH",13152
44262,"Munroe Falls, OH",5020
44264,"Peninsula, OH",3370
44266,"Ravenna, OH",32606
44270,"Rittman, OH",8384
44272,"Rootstown, OH",5356
44273,"Seville, OH",6900
44274,"Sharon Center, OH (PO boxes)",265
44275,"Spencer, OH",3257
44276,"Sterling, OH",2023
44278,"Tallmadge, OH",18671
44280,"Valley City, OH",5343
44281,"Wadsworth, OH",33241
44285,"Wayland, OH (PO boxes)",169
44286,"Richfield, OH",6258
44287,"West Salem, OH",7561
44288,"Windham, OH",3444
44301,"Akron, OH",14364
44302,"Akron, OH",4661
44303,"Akron, OH",7031
44304,"Akron, OH",4185
44305,"Akron, OH",21214
44306,"Akron, OH",21085
44307,"Akron, OH",6959
44308,"Akron, OH",1037
44310,"Akron, OH",24984
44311,"Akron, OH",6993
44312,"Akron, OH",30510
44313,"Akron, OH",25678
44314,"Akron, OH",17686
44319,"Akron, OH",21833
44320,"Akron, OH",19083
44321,"Akron, OH",15993
44325,"Akron, OH",1259
44333,"Akron, OH",19449
44401,"Berlin Center, OH",2648
44402,"Bristolville, OH",2951
44403,"Brookfield, OH",3690
44404,"Burghill, OH",1300
44405,"Campbell, OH",7837
44406,"Canfield, OH",22740
44408,"Columbiana, OH",10526
44410,"Cortland, OH",16824
44411,"Deerfield, OH",2319
44412,"Diamond, OH",2472
44413,"East Palestine, OH",7186
44415,"Elkton, OH (PO boxes)",441
44417,"Farmdale, OH",1539
44418,"Fowler, OH",1224
44420,"Girard, OH",15033
44423,"Hanoverton, OH",2234
44424,"Hartford, OH (PO boxes)",130
44425,"Hubbard, OH",14280
44427,"Kensington, OH",1555
44428,"Kinsman, OH",3115
44429,"Lake Milton, OH",2437
44430,"Leavittsburg, OH",4723
44431,"Leetonia, OH",4629
44432,"Lisbon, OH",12276
44436,"Lowellville, OH",3382
44437,"Mc Donald, OH",4073
44438,"Masury, OH",4762
44439,"Mesopotamia, OH (PO boxes)",577
44440,"Mineral Ridge, OH",4648
44441,"Negley, OH",1558
44442,"New Middletown, OH",4095
44443,"New Springfield, OH",1742
44444,"Newton Falls, OH",10042
44445,"New Waterford, OH",3160
44446,"Niles, OH",20173
44449,"North Benton, OH",1230
44450,"North Bloomfield, OH",1824
44451,"North Jackson, OH",3199
44452,"North Lima, OH",3114
44454,"Petersburg, OH",935
44455,"Rogers, OH",1558
44460,"Salem, OH",25393
44470,"Southington, OH",3681
44471,"Struthers, OH",10445
44473,"Vienna, OH",3719
44481,"Warren, OH",10258
44483,"Warren, OH",24840
44484,"Warren, OH",22290
44485,"Warren, OH",15172
44490,"Washingtonville, OH",721
44491,"West Farmington, OH",3950
44493,"Winona, OH (PO boxes)",221
44502,"Youngstown, OH",9300
44503,"Youngstown, OH",1922
44504,"Youngstown, OH",4577
44505,"Youngstown, OH",17048
44506,"Youngstown, OH",2109
44507,"Youngstown, OH",4598
44509,"Youngstown, OH",10934
44510,"Youngstown, OH",2034
44511,"Youngstown, OH",18738
44512,"Youngstown, OH",33282
44514,"Youngstown, OH",22599
44515,"Youngstown, OH",27480
44555,"Youngstown, OH",215
44601,"Alliance, OH",33688
44606,"Apple Creek, OH",8218
44607,"Augusta, OH (PO boxes)",67
44608,"Beach City, OH",2646
44609,"Beloit, OH",3592
44610,"Berlin, OH (PO boxes)",385
44611,"Big Prairie, OH",2133
44612,"Bolivar, OH",5443
44613,"Brewster, OH",1998
44614,"Canal Fulton, OH",12922
44615,"Carrollton, OH",10557
44618,"Dalton, OH",7159
44619,"Damascus, OH (PO boxes)",250
44620,"Dellroy, OH",1428
44621,"Dennison, OH",4606
44622,"Dover, OH",18921
44624,"Dundee, OH",5843
44625,"East Rochester, OH",1322
44626,"East Sparta, OH",2996
44627,"Fredericksburg, OH",7692
44628,"Glenmont, OH",1119
44629,"Gnadenhutten, OH",2126
44630,"Greentown, OH (PO boxes)",28
44632,"Hartville, OH",10047
44633,"Holmesville, OH",2565
44634,"Homeworth, OH",1995
44637,"Killbuck, OH",2437
44638,"Lakeville, OH",1555
44639,"Leesville, OH (PO boxes)",122
44640,"Limaville, OH (PO boxes)",151
44641,"Louisville, OH",20399
44643,"Magnolia, OH",3218
44644,"Malvern, OH",4378
44645,"Marshallville, OH",2670
44646,"Massillon, OH",47973
44647,"Massillon, OH",18368
44651,"Mechanicstown, OH",765
44652,"Middlebranch, OH (PO boxes)",542
44653,"Midvale, OH (PO boxes)",632
44654,"Millersburg, OH",20612
44656,"Mineral City, OH",2618
44657,"Minerva, OH",9916
44659,"Mount Eaton, OH (PO boxes)",160
44660,"Mount Hope, OH (PO boxes)",138
44661,"Nashville, OH (PO boxes)",248
44662,"Navarre, OH",9562
44663,"New Philadelphia, OH",25601
44665,"North Georgetown, OH (PO boxes)",54
44666,"North Lawrence, OH",2935
44667,"Orrville, OH",13723
44669,"Paris, OH",1454
44670,"Robertsville, OH (PO boxes)",155
44671,"Sandyville, OH (PO boxes)",348
44672,"Sebring, OH",4589
44675,"Sherrodsville, OH",1890
44676,"Shreve, OH",4771
44677,"Smithville, OH",2805
44678,"Somerdale, OH (PO boxes)",282
44680,"Strasburg, OH",4255
44681,"Sugarcreek, OH",8053
44682,"Tuscarawas, OH (PO boxes)",1041
44683,"Uhrichsville, OH",8313
44685,"Uniontown, OH",29008
44687,"Walnut Creek, OH (PO boxes)",456
44688,"Waynesburg, OH",2958
44689,"Wilmot, OH",586
44690,"Winesburg, OH (PO boxes)",153
44691,"Wooster, OH",44666
44693,"Deersville, OH (PO boxes)",78
44695,"Bowerston, OH",1222
44697,"Zoar, OH (PO boxes)",260
44699,"Tippecanoe, OH",909
44702,"Canton, OH",1086
44703,"Canton, OH",8015
44704,"Canton, OH",3723
44705,"Canton, OH",17779
44706,"Canton, OH",16972
44707,"Canton, OH",9163
44708,"Canton, OH",25386
44709,"Canton, OH",18509
44710,"Canton, OH",9309
44714,"Canton, OH",8923
44718,"Canton, OH",12607
44720,"North Canton, OH",40744
44721,"Canton, OH",13432
44730,"East Canton, OH",5925
44802,"Alvada, OH",948
44804,"Arcadia, OH",1127
44805,"Ashland, OH",31238
44807,"Attica, OH",2264
44809,"Bascom, OH (PO boxes)",287
44811,"Bellevue, OH",12698
44813,"Bellville, OH",8039
44814,"Berlin Heights, OH",2750
44815,"Bettsville, OH (PO boxes)",679
44817,"Bloomdale, OH",1370
44818,"Bloomville, OH",2399
44820,"Bucyrus, OH",17114
44822,"Butler, OH",3431
44824,"Castalia, OH",3882
44825,"Chatfield, OH (PO boxes)",158
44826,"Collins, OH",1617
44827,"Crestline, OH",6973
44828,"Flat Rock, OH (PO boxes)",186
44830,"Fostoria, OH",18442
44833,"Galion, OH",16786
44836,"Green Springs, OH",2538
44837,"Greenwich, OH",4330
44838,"Hayesville, OH (PO boxes)",258
44839,"Huron, OH",12472
44840,"Jeromesville, OH",3137
44841,"Kansas, OH",821
44842,"Loudonville, OH",5643
44843,"Lucas, OH",2469
44844,"Mc Cutchenville, OH",718
44846,"Milan, OH",3322
44847,"Monroeville, OH",3488
44849,"Nevada, OH",2162
44850,"New Haven, OH (PO boxes)",145
44851,"New London, OH",5303
44853,"New Riegel, OH",1447
44854,"New Washington, OH",1673
44855,"North Fairfield, OH",1289
44856,"North Robinson, OH (PO boxes)",95
44857,"Norwalk, OH",23619
44859,"Nova, OH",1784
44861,"Old Fort, OH (PO boxes)",112
44864,"Perrysville, OH",3182
44865,"Plymouth, OH",3164
44866,"Polk, OH",2372
44867,"Republic, OH",2280
44870,"Sandusky, OH",40416
44874,"Savannah, OH (PO boxes)",275
44875,"Shelby, OH",13900
44878,"Shiloh, OH",3223
44880,"Sullivan, OH",2914
44881,"Sulphur Springs, OH (PO boxes)",117
44882,"Sycamore, OH",2617
44883,"Tiffin, OH",28690
44887,"Tiro, OH",958
44889,"Wakeman, OH",6702
44890,"Willard, OH",10759
44902,"Mansfield, OH",4891
44903,"Mansfield, OH",25613
44904,"Mansfield, OH",14368
44905,"Mansfield, OH",16827
44906,"Mansfield, OH",16566
44907,"Mansfield, OH",15014
45001,"Addyston, OH (PO boxes)",927
45002,"Cleves, OH",15458
45003,"College Corner, OH",818
45005,"Franklin, OH",31577
45011,"Hamilton, OH",73596
45013,"Hamilton, OH",53911
45014,"Fairfield, OH",46169
45015,"Hamilton, OH",12103
45030,"Harrison, OH",21234
45032,"Harveysburg, OH (PO boxes)",459
45033,"Hooven, OH (PO boxes)",323
45034,"Kings Mills, OH",1166
45036,"Lebanon, OH",41060
45039,"Maineville, OH",27529
45040,"Mason, OH",57153
45041,"Miamitown, OH (PO boxes)",177
45042,"Middletown, OH",26972
45044,"Middletown, OH",56128
45050,"Monroe, OH",12173
45051,"Mount Saint Joseph, OH",393
45052,"North Bend, OH",3830
45053,"Okeana, OH",3375
45054,"Oregonia, OH",2499
45055,"Overpeck, OH (PO boxes)",76
45056,"Oxford, OH",28892
45062,"Seven Mile, OH (PO boxes)",775
45064,"Somerville, OH",3112
45065,"South Lebanon, OH",6725
45066,"Springboro, OH",26399
45067,"Trenton, OH",15004
45068,"Waynesville, OH",11911
45069,"West Chester, OH",53694
45070,"West Elkton, OH (PO boxes)",151
45101,"Aberdeen, OH",2125
45102,"Amelia, OH",24954
45103,"Batavia, OH",35237
45105,"Bentonville, OH (PO boxes)",15
45106,"Bethel, OH",11855
45107,"Blanchester, OH",9806
45111,"Camp Dennison, OH",384
45112,"Chilo, OH (PO boxes)",69
45113,"Clarksville, OH",3974
45115,"Decatur, OH (PO boxes)",217
45118,"Fayetteville, OH",3716
45119,"Feesburg, OH (PO boxes)",19
45120,"Felicity, OH",3138
45121,"Georgetown, OH",8927
45122,"Goshen, OH",10757
45123,"Greenfield, OH",8776
45130,"Hamersville, OH",3585
45131,"Higginsport, OH (PO boxes)",213
45132,"Highland, OH (PO boxes)",230
45133,"Hillsboro, OH",23646
45135,"Leesburg, OH",4765
45140,"Loveland, OH",56386
45142,"Lynchburg, OH",4384
45144,"Manchester, OH",3912
45146,"Martinsville, OH",1400
45147,"Miamiville, OH (PO boxes)",106
45148,"Midland, OH",1539
45150,"Milford, OH",33735
45152,"Morrow, OH",13617
45153,"Moscow, OH",1826
45154,"Mount Orab, OH",9439
45155,"Mowrystown, OH (PO boxes)",385
45156,"Neville, OH (PO boxes)",63
45157,"New Richmond, OH",9705
45158,"Newtonsville, OH (PO boxes)",774
45159,"New Vienna, OH",3524
45160,"Owensville, OH",627
45162,"Pleasant Plain, OH",2730
45164,"Port William, OH (PO boxes)",233
45166,"Reesville, OH (PO boxes)",83
45167,"Ripley, OH",3441
45168,"Russellville, OH",1345
45169,"Sabina, OH",4686
45171,"Sardinia, OH",6174
45172,"Sinking Spring, OH (PO boxes)",116
45174,"Terrace Park, OH",2359
45176,"Williamsburg, OH",9100
45177,"Wilmington, OH",22349
45202,"Cincinnati, OH",16883
45203,"Cincinnati, OH",2365
45204,"Cincinnati, OH",5818
45205,"Cincinnati, OH",19517
45206,"Cincinnati, OH",10670
45207,"Cincinnati, OH",7484
45208,"Cincinnati, OH",18969
45209,"Cincinnati, OH",10708
45211,"Cincinnati, OH",37868
45212,"Cincinnati, OH",21885
45213,"Cincinnati, OH",12052
45214,"Cincinnati, OH",8901
45215,"Cincinnati, OH",30993
45216,"Cincinnati, OH",9667
45217,"Cincinnati, OH",6177
45218,"Cincinnati, OH",3957
45219,"Cincinnati, OH",20644
45220,"Cincinnati, OH",15466
45223,"Cincinnati, OH",13174
45224,"Cincinnati, OH",20214
45225,"Cincinnati, OH",8006
45226,"Cincinnati, OH",5687
45227,"Cincinnati, OH",18427
45229,"Cincinnati, OH",12540
45230,"Cincinnati, OH",27718
45231,"Cincinnati, OH",41934
45232,"Cincinnati, OH",7109
45233,"Cincinnati, OH",15596
45236,"Cincinnati, OH",24223
45237,"Cincinnati, OH",21029
45238,"Cincinnati, OH",46864
45239,"Cincinnati, OH",28499
45240,"Cincinnati, OH",28820
45241,"Cincinnati, OH",24380
45242,"Cincinnati, OH",23214
45243,"Cincinnati, OH",15894
45244,"Cincinnati, OH",28936
45245,"Cincinnati, OH",20249
45246,"Cincinnati, OH",15249
45247,"Cincinnati, OH",23293
45248,"Cincinnati, OH",25181
45249,"Cincinnati, OH",14005
45251,"Cincinnati, OH",22073
45252,"Cincinnati, OH",4548
45255,"Cincinnati, OH",22069
45301,"Alpha, OH (PO boxes)",135
45302,"Anna, OH",4313
45303,"Ansonia, OH",2215
45304,"Arcanum, OH",7532
45305,"Bellbrook, OH",11470
45306,"Botkins, OH",2192
45307,"Bowersville, OH (PO boxes)",269
45308,"Bradford, OH",4488
45309,"Brookville, OH",12050
45310,"Burkettsville, OH (PO boxes)",272
45311,"Camden, OH",5723
45312,"Casstown, OH",1416
45314,"Cedarville, OH",6261
45315,"Clayton, OH",4818
45316,"Clifton, OH (PO boxes)",115
45317,"Conover, OH",1018
45318,"Covington, OH",5438
45319,"Donnelsville, OH (PO boxes)",287
45320,"Eaton, OH",15530
45321,"Eldorado, OH",859
45322,"Englewood, OH",21185
45323,"Enon, OH",5123
45324,"Fairborn, OH",40449
45325,"Farmersville, OH",2558
45326,"Fletcher, OH",1170
45327,"Germantown, OH",9388
45328,"Gettysburg, OH (PO boxes)",471
45330,"Gratis, OH (PO boxes)",830
45331,"Greenville, OH",22213
45332,"Hollansburg, OH",634
45333,"Houston, OH",1389
45334,"Jackson Center, OH",2041
45335,"Jamestown, OH",7062
45336,"Kettlersville, OH (PO boxes)",100
45337,"Laura, OH",1519
45338,"Lewisburg, OH",4950
45339,"Ludlow Falls, OH",1169
45340,"Maplewood, OH",850
45341,"Medway, OH",3741
45342,"Miamisburg, OH",37508
45344,"New Carlisle, OH",17042
45345,"New Lebanon, OH",5951
45346,"New Madison, OH",2085
45347,"New Paris, OH",4264
45348,"New Weston, OH",968
45349,"North Hampton, OH (PO boxes)",313
45350,"North Star, OH (PO boxes)",78
45351,"Osgood, OH (PO boxes)",284
45352,"Palestine, OH (PO boxes)",183
45353,"Pemberton, OH (PO boxes)",150
45354,"Phillipsburg, OH (PO boxes)",572
45356,"Piqua, OH",25106
45358,"Pitsburg, OH (PO boxes)",361
45359,"Pleasant Hill, OH",1996
45360,"Port Jefferson, OH (PO boxes)",300
45361,"Potsdam, OH (PO boxes)",225
45362,"Rossburg, OH",1086
45363,"Russia, OH",1853
45365,"Sidney, OH",29277
45368,"South Charleston, OH",4817
45369,"South Vienna, OH",3576
45370,"Spring Valley, OH",2379
45371,"Tipp City, OH",23205
45372,"Tremont City, OH (PO boxes)",352
45373,"Troy, OH",36863
45377,"Vandalia, OH",15070
45378,"Verona, OH (PO boxes)",402
