ZIP census tabulation area,ZIP Code name,Total population (2020 Census)
3443,"Chesterfield, NH",616
3444,"Dublin, NH",1508
3445,"Sullivan, NH",666
3446,"Swanzey, NH",6351
3447,"Fitzwilliam, NH",2351
3448,"Gilsum, NH",752
3449,"Hancock, NH",1763
3450,"Harrisville, NH",975
3451,"Hinsdale, NH",3948
3452,"Jaffrey, NH",5320
3455,"Marlborough, NH",2132
3456,"Marlow, NH",749
3457,"Nelson, NH",803
3458,"Peterborough, NH",6794
3461,"Rindge, NH",6476
3462,"Spofford, NH",1710
3464,"Stoddard, NH",1194
3465,"Troy, NH",2130
3466,"West Chesterfield, NH",1226
3467,"Westmoreland, NH",1706
3470,"Winchester, NH",4993
3561,"Littleton, NH",6005
3570,"Berlin, NH",9429
3574,"Bethlehem, NH",2514
3575,"Bretton Woods, NH (PO boxes)",107
3576,"Colebrook, NH",2939
3579,"Errol, NH",458
3580,"Franconia, NH",1344
3581,"Gorham, NH",3053
3582,"Groveton, NH",2337
3583,"Jefferson, NH",1038
3584,"Lancaster, NH",3490
3585,"Lisbon, NH",2626
3586,"Sugar Hill, NH",654
3588,"Milan, NH",1664
3590,"North Stratford, NH",910
3592,"Pittsburg, NH",1094
3593,"Randolph, NH",329
3595,"Twin Mountain, NH (PO boxes)",713
3597,"West Stewartstown, NH (PO boxes)",374
3598,"Whitefield, NH",3393
3601,"Acworth, NH",376
3602,"Alstead, NH",2599
3603,"Charlestown, NH",5127
3604,"Drewsville, NH (PO boxes)",15
3605,"Lempster, NH",1104
3607,"South Acworth, NH",314
3608,"Walpole, NH",2811
3609,"North Walpole, NH",807
3740,"Bath, NH",1071
3741,"Canaan, NH",4071
3743,"Claremont, NH",13540
3745,"Cornish, NH",1616
3748,"Enfield, NH",4626
3750,"Etna, NH",938
3751,"Georges Mills, NH (PO boxes)",399
3752,"Goshen, NH",784
3753,"Grantham, NH",3476
3755,"Hanover, NH",10926
3765,"Haverhill, NH",487
3766,"Lebanon, NH",9838
3768,"Lyme, NH",1736
3770,"Meriden, NH",583
3771,"Monroe, NH",864
3773,"Newport, NH",7801
3774,"North Haverhill, NH",1808
3777,"Orford, NH",1237
3779,"Piermont, NH",769
3780,"Pike, NH",475
3781,"Plainfield, NH",1876
3782,"Sunapee, NH",3030
3784,"West Lebanon, NH",4444
3785,"Woodsville, NH",2245
3801,"Portsmouth, NH",22767
3809,"Alton, NH",3644
3810,"Alton Bay, NH",2246
3811,"Atkinson, NH",7081
3812,"Bartlett, NH",936
3813,"Center Conway, NH",3681
3814,"Center Ossipee, NH",2357
3816,"Center Tuftonboro, NH",1304
3817,"Chocorua, NH",452
3818,"Conway, NH",3478
3819,"Danville, NH",4208
3820,"Dover, NH",32800
3823,"Madbury, NH",1928
3824,"Durham, NH",15498
3825,"Barrington, NH",9326
3826,"East Hampstead, NH",2693
3827,"East Kingston, NH",3307
3830,"East Wakefield, NH",1611
3832,"Eaton Center, NH (PO boxes)",405
3833,"Exeter, NH",22662
3835,"Farmington, NH",6758
3836,"Freedom, NH",1689
3837,"Gilmanton Iron Works, NH",1471
3838,"Glen, NH",1150
3839,"Rochester, NH",4058
3840,"Greenland, NH",4076
3841,"Hampstead, NH",6486
3842,"Hampton, NH",16048
3844,"Hampton Falls, NH",2428
3845,"Intervale, NH",1093
3846,"Jackson, NH",995
3847,"Kearsarge, NH (PO boxes)",326
3848,"Kingston, NH",6202
3849,"Madison, NH",1446
3850,"Melvin Village, NH (PO boxes)",340
3851,"Milton, NH",3891
3852,"Milton Mills, NH",591
3853,"Mirror Lake, NH",769
3854,"New Castle, NH (PO boxes)",1000
3855,"New Durham, NH",2693
3856,"Newfields, NH",1769
3857,"Newmarket, NH",9430
3858,"Newton, NH",4820
3860,"North Conway, NH",3910
3861,"Lee, NH",4499
3862,"North Hampton, NH",4597
3864,"Ossipee, NH",1999
3865,"Plaistow, NH",7830
3867,"Rochester, NH",22369
3868,"Rochester, NH",6065
3869,"Rollinsford, NH",2456
3870,"Rye, NH",5234
3871,"Rye Beach, NH (PO boxes)",250
3872,"Sanbornville, NH",3981
3873,"Sandown, NH",6557
3874,"Seabrook, NH",8542
3875,"Silver Lake, NH",973
3878,"Somersworth, NH",11919
3882,"Effingham, NH",1682
3883,"South Tamworth, NH",300
3884,"Strafford, NH",4230
3885,"Stratham, NH",7660
3886,"Tamworth, NH",1977
3887,"Union, NH",2151
3890,"West Ossipee, NH",177
3894,"Wolfeboro, NH",6382
3897,"Wonalancet, NH",55
3901,"Berwick, ME",7937
3902,"Cape Neddick, ME",2362
3903,"Eliot, ME",6717
3904,"Kittery, ME",8148
3905,"Kittery Point, ME",1922
3906,"North Berwick, ME",4990
3907,"Ogunquit, ME",1577
3908,"South Berwick, ME",7468
3909,"York, ME",10938
3910,"York Beach, ME (PO boxes)",116
3911,"York Harbor, ME (PO boxes)",307
4001,"Acton, ME",2665
4002,"Alfred, ME",7589
4003,"Bailey Island, ME",363
4005,"Biddeford, ME",24581
4006,"Biddeford Pool, ME (PO boxes)",100
4008,"Bowdoinham, ME",3047
4009,"Bridgton, ME",5298
4010,"Brownfield, ME",1631
4011,"Brunswick, ME",21756
4015,"Casco, ME",3646
4017,"Chebeague Island, ME",396
4019,"Cliff Island, ME (PO boxes)",72
4020,"Cornish, ME",1508
4021,"Cumberland Center, ME",6729
4022,"Denmark, ME",1197
4024,"East Baldwin, ME",572
4027,"Lebanon, ME",6469
4029,"Sebago, ME",1917
4030,"East Waterboro, ME",2239
4032,"Freeport, ME",8737
4037,"Fryeburg, ME",3762
4038,"Gorham, ME",18336
4039,"Gray, ME",7922
4040,"Harrison, ME",2853
4041,"Hiram, ME",1609
4042,"Hollis Center, ME",4745
4043,"Kennebunk, ME",11536
4046,"Kennebunkport, ME",7893
4047,"Parsonsfield, ME",1791
4048,"Limerick, ME",3188
4049,"Limington, ME",3892
4050,"Long Island, ME",234
4051,"Lovell, ME",1095
4055,"Naples, ME",3925
4056,"Newfield, ME (PO boxes)",167
4057,"North Bridgton, ME (PO boxes)",120
4061,"North Waterboro, ME",3437
4062,"Windham, ME",18464
4063,"Ocean Park, ME (PO boxes)",508
4064,"Old Orchard Beach, ME",8452
4066,"Orrs Island, ME",579
4068,"Porter, ME",1600
4069,"Pownal, ME",1566
4071,"Raymond, ME",4915
4072,"Saco, ME",20381
4073,"Sanford, ME",17283
4074,"Scarborough, ME",21952
4076,"Shapleigh, ME",2927
4079,"Harpswell, ME",4089
4083,"Springvale, ME",4699
4084,"Standish, ME",8253
4085,"Steep Falls, ME",1991
4086,"Topsham, ME",9560
4087,"Waterboro, ME",2269
4088,"Waterford, ME",1533
4090,"Wells, ME",11314
4091,"West Baldwin, ME",942
4092,"Westbrook, ME",20400
4093,"Buxton, ME",8376
4095,"West Newfield, ME",1481
4096,"Yarmouth, ME",8990
4097,"North Yarmouth, ME",4072
4101,"Portland, ME",18109
4102,"Portland, ME",18002
4103,"Portland, ME",31185
4105,"Falmouth, ME",12406
4106,"South Portland, ME",26641
4107,"Cape Elizabeth, ME",9575
4108,"Peaks Island, ME",907
4109,"Portland, ME",133
4110,"Cumberland Foreside, ME",1752
4210,"Auburn, ME",24061
4216,"Andover, ME",666
4217,"Bethel, ME",3283
4219,"Bryant Pond, ME",1544
4220,"Buckfield, ME",3186
4221,"Canton, ME",1125
4222,"Durham, ME",4173
4224,"Dixfield, ME",2746
4226,"East Andover, ME",88
4227,"East Dixfield, ME (PO boxes)",22
4231,"Stoneham, ME",276
4234,"East Wilton, ME (PO boxes)",27
4236,"Greene, ME",4376
4237,"Hanover, ME",286
4238,"Hebron, ME",1223
4239,"Jay, ME",4620
4240,"Lewiston, ME",37121
4250,"Lisbon, ME",4813
4252,"Lisbon Falls, ME",4876
4253,"Livermore, ME",2127
4254,"Livermore Falls, ME",3060
4255,"Greenwood, ME",730
4256,"Mechanic Falls, ME",3107
4257,"Mexico, ME",2756
4258,"Minot, ME",2766
4259,"Monmouth, ME",3179
4260,"New Gloucester, ME",5676
4261,"Newry, ME",488
4263,"Leeds, ME",2262
4265,"North Monmouth, ME",903
4267,"North Waterford, ME (PO boxes)",31
4268,"Norway, ME",5077
4270,"Oxford, ME",6082
4271,"Paris, ME (PO boxes)",44
4274,"Poland, ME",5906
4275,"Roxbury, ME",464
4276,"Rumford, ME",5858
4280,"Sabattus, ME",6674
4281,"South Paris, ME",5135
4282,"Turner, ME",5817
4284,"Wayne, ME",1113
4285,"Weld, ME",376
4286,"West Bethel, ME (PO boxes)",8
4287,"Bowdoin, ME",3136
4289,"West Paris, ME",1775
4290,"Peru, ME",1488
4292,"Sumner, ME",986
4294,"Wilton, ME",3862
4330,"Augusta, ME",26322
4341,"Coopers Mills, ME (PO boxes)",70
4342,"Dresden, ME",1725
4344,"Farmingdale, ME",2995
4345,"Gardiner, ME",12052
4346,"Randolph, ME",1743
4347,"Hallowell, ME",2570
4348,"Jefferson, ME",3152
4349,"Kents Hill, ME",1160
4350,"Litchfield, ME",3586
4351,"Manchester, ME",2462
4352,"Mount Vernon, ME",1721
4353,"Whitefield, ME",2338
4354,"Palermo, ME",1570
4355,"Readfield, ME",2597
4357,"Richmond, ME",3522
4358,"South China, ME",4373
4359,"South Gardiner, ME (PO boxes)",455
4360,"Vienna, ME",578
4363,"Windsor, ME",2632
4364,"Winthrop, ME",6115
4401,"Bangor, ME",44608
4406,"Abbot, ME",751
4408,"Aurora, ME",201
4410,"Bradford, ME",1184
4411,"Bradley, ME",1532
4412,"Brewer, ME",9672
4413,"Brookton, ME",147
4414,"Brownville, ME",1104
4415,"Brownville Junction, ME (PO boxes)",266
4416,"Bucksport, ME",5451
4417,"Burlington, ME",395
4418,"Greenbush, ME",1720
4419,"Carmel, ME",2863
4421,"Castine, ME",1320
4422,"Charleston, ME",1551
4424,"Danforth, ME",839
4426,"Dover Foxcroft, ME",4841
4427,"Corinth, ME",2900
4428,"Eddington, ME",3034
4429,"Holden, ME",4925
4430,"East Millinocket, ME",1567
4431,"East Orland, ME (PO boxes)",18
4434,"Etna, ME",1230
4435,"Exeter, ME",963
4438,"Frankfort, ME",1231
4441,"Greenville, ME",1632
4442,"Greenville Junction, ME",101
4443,"Guilford, ME",2173
4444,"Hampden, ME",9304
4448,"Howland, ME",1265
4449,"Hudson, ME",1373
4450,"Kenduskeag, ME",1346
4451,"Kingman, ME",199
4453,"Lagrange, ME",725
4454,"Lambert Lake, ME (PO boxes)",62
4455,"Lee, ME",916
4456,"Levant, ME",2940
4457,"Lincoln, ME",5689
4459,"Mattawamkeag, ME",669
4460,"Medway, ME",1236
4461,"Milford, ME",3069
4462,"Millinocket, ME",4411
4463,"Milo, ME",2766
4464,"Monson, ME",603
4468,"Old Town, ME",8801
4469,"Orono, ME",3113
4471,"Orient, ME",624
4472,"Orland, ME",2203
4473,"Orono, ME",8070
4474,"Orrington, ME",3812
4475,"Passadumkeag, ME",356
4476,"Penobscot, ME",1128
4478,"Rockwood, ME",272
4479,"Sangerville, ME",1306
4481,"Sebec, ME",665
4485,"Shirley Mills, ME (PO boxes)",251
4487,"Springfield, ME",778
4488,"Stetson, ME",1186
4489,"Stillwater, ME (PO boxes)",197
4490,"Topsfield, ME",208
4491,"Vanceboro, ME (PO boxes)",107
4492,"Waite, ME",132
4493,"West Enfield, ME",1803
4495,"Winn, ME",399
4496,"Winterport, ME",3817
4497,"Wytopitlock, ME",307
4530,"Bath, ME",11153
4535,"Alna, ME",710
4537,"Boothbay, ME",2000
4538,"Boothbay Harbor, ME",1729
4539,"Bristol, ME",1227
4541,"Chamberlain, ME",44
4543,"Damariscotta, ME",2297
4544,"East Boothbay, ME",695
4547,"Friendship, ME",1142
4548,"Georgetown, ME",1058
4551,"Bremen, ME",823
4553,"Newcastle, ME",1848
4554,"New Harbor, ME",649
4555,"Nobleboro, ME",1791
4556,"Edgecomb, ME",1188
4558,"Pemaquid, ME",409
4562,"Phippsburg, ME",2155
4563,"Cushing, ME",1502
4564,"Round Pond, ME",505
4568,"South Bristol, ME",461
4570,"Squirrel Island, ME (PO boxes)",16
4571,"Trevett, ME",308
4572,"Waldoboro, ME",5154
4573,"Walpole, ME",666
4574,"Washington, ME",1592
4575,"West Boothbay Harbor, ME (PO boxes)",298
4576,"Southport, ME",606
4578,"Wiscasset, ME",4461
4579,"Woolwich, ME",3068
4605,"Ellsworth, ME",13651
4606,"Addison, ME",1148
4607,"Gouldsboro, ME",1224
4609,"Bar Harbor, ME",5089
4611,"Beals, ME (PO boxes)",443
4612,"Bernard, ME",590
4613,"Birch Harbor, ME",121
4614,"Blue Hill, ME",2792
4616,"Brooklin, ME",827
4617,"Brooksville, ME",724
4619,"Calais, ME",3079
4622,"Cherryfield, ME",1310
4623,"Columbia Falls, ME",943
4624,"Corea, ME",211
4625,"Cranberry Isles, ME (PO boxes)",64
4626,"Cutler, ME",524
4627,"Deer Isle, ME",1937
4628,"Dennysville, ME",672
4630,"East Machias, ME",1364
4631,"Eastport, ME",1288
4634,"Franklin, ME",1998
4635,"Frenchboro, ME (PO boxes)",27
4640,"Hancock, ME",2421
4642,"Harborside, ME",201
4643,"Harrington, ME",962
4645,"Isle Au Haut, ME (PO boxes)",92
4646,"Islesford, ME (PO boxes)",96
4648,"Jonesboro, ME",567
4649,"Jonesport, ME",1245
4650,"Little Deer Isle, ME",256
4652,"Lubec, ME",1536
4653,"Bass Harbor, ME",575
4654,"Machias, ME",3312
4655,"Machiasport, ME",962
4657,"Meddybemps, ME",344
4658,"Milbridge, ME",1375
4660,"Mount Desert, ME",1414
4662,"Northeast Harbor, ME (PO boxes)",460
4664,"Sullivan, ME",1219
4666,"Pembroke, ME",1125
4667,"Perry, ME",1494
4668,"Princeton, ME",1765
4669,"Prospect Harbor, ME",169
4671,"Robbinston, ME",539
4673,"Sargentville, ME",144
4674,"Seal Cove, ME",379
4675,"Seal Harbor, ME (PO boxes)",272
4676,"Sedgwick, ME",1076
4677,"Sorrento, ME",279
4679,"Southwest Harbor, ME",1756
4680,"Steuben, ME",1129
4681,"Stonington, ME",1056
4683,"Sunset, ME",1
4684,"Surry, ME",1632
4685,"Swans Island, ME",355
4686,"Wesley, ME",135
4691,"Whiting, ME",460
4693,"Winter Harbor, ME",461
4694,"Baileyville, ME",2137
4730,"Houlton, ME",9813
4732,"Ashland, ME",1506
4733,"Benedicta, ME",163
4734,"Blaine, ME (PO boxes)",739
4735,"Bridgewater, ME",541
4736,"Caribou, ME",9033
4739,"Eagle Lake, ME",993
4740,"Easton, ME",1320
4742,"Fort Fairfield, ME",3322
4743,"Fort Kent, ME",4625
4745,"Frenchville, ME",1052
4746,"Grand Isle, ME",366
4747,"Island Falls, ME",1281
4750,"Limestone, ME",1817
4756,"Madawaska, ME",3134
4757,"Mapleton, ME",2777
4758,"Mars Hill, ME",1370
4760,"Monticello, ME",748
4761,"New Limerick, ME",590
4762,"New Sweden, ME",577
4763,"Oakfield, ME",661
4764,"Oxbow, ME",42
4765,"Patten, ME",1122
4766,"Perham, ME",371
4768,"Portage, ME",366
4769,"Presque Isle, ME",8797
4772,"Saint Agatha, ME",730
4773,"Saint David, ME",780
4774,"Saint Francis, ME",675
4776,"Sherman, ME",907
4777,"Stacyville, ME",387
4779,"Sinclair, ME",446
4780,"Smyrna Mills, ME",733
4781,"Wallagrass, ME",534
4783,"Stockholm, ME",473
4785,"Van Buren, ME",2323
4786,"Washburn, ME",1756
4787,"Westfield, ME",445
4841,"Rockland, ME",6936
4843,"Camden, ME",5241
4847,"Hope, ME",1698
4848,"Islesboro, ME",583
4849,"Lincolnville, ME",3862
4851,"Matinicus, ME (PO boxes)",53
4852,"Monhegan, ME (PO boxes)",64
4853,"North Haven, ME",408
4854,"Owls Head, ME",1517
4855,"Port Clyde, ME (PO boxes)",163
4856,"Rockport, ME",3644
4858,"South Thomaston, ME",1497
4859,"Spruce Head, ME",645
4860,"Tenants Harbor, ME",1800
4861,"Thomaston, ME",2739
4862,"Union, ME",3794
4863,"Vinalhaven, ME",1279
4864,"Warren, ME",4865
4901,"Waterville, ME",26491
4910,"Albion, ME",2006
4911,"Anson, ME",1918
4912,"Athens, ME",982
4915,"Belfast, ME",9110
4917,"Belgrade, ME",3259
4918,"Belgrade Lakes, ME",11
4920,"Bingham, ME",1602
4921,"Brooks, ME",1620
4922,"Burnham, ME",1096
4923,"Cambridge, ME",443
4924,"Canaan, ME",2193
4925,"Caratunk, ME",87
4926,"China Village, ME (PO boxes)",35
4927,"Clinton, ME",3370
4928,"Corinna, ME",2221
4929,"Detroit, ME",885
4930,"Dexter, ME",4287
4932,"Dixmont, ME",1211
4936,"Eustis, ME",257
4937,"Fairfield, ME",6363
4938,"Farmington, ME",9592
4939,"Garland, ME",1026
4940,"Farmington Falls, ME",60
4941,"Freedom, ME",1731
4942,"Harmony, ME",1121
4943,"Hartland, ME",1705
4944,"Hinckley, ME (PO boxes)",68
4945,"Jackman, ME",1125
4947,"Kingfield, ME",1717
4949,"Liberty, ME",934
4950,"Madison, ME",4726
4951,"Monroe, ME",931
4952,"Morrill, ME",1947
4953,"Newport, ME",3139
4955,"New Sharon, ME",1448
4956,"New Vineyard, ME",721
4957,"Norridgewock, ME",3987
4958,"North Anson, ME",1868
4961,"New Portland, ME",1008
4963,"Oakland, ME",7358
4964,"Oquossoc, ME (PO boxes)",265
4965,"Palmyra, ME",1924
4966,"Phillips, ME",1527
4967,"Pittsfield, ME",3908
4969,"Plymouth, ME",1319
4970,"Rangeley, ME",1632
4971,"Saint Albans, ME",2045
4973,"Searsmont, ME",1400
4974,"Searsport, ME",2649
4975,"Shawmut, ME (PO boxes)",53
4976,"Skowhegan, ME",9937
4978,"Smithfield, ME",925
4979,"Solon, ME",978
4981,"Stockton Springs, ME",2231
4982,"Stratton, ME",581
4983,"Strong, ME",1665
4984,"Temple, ME",527
4985,"West Forks, ME",122
4986,"Thorndike, ME",1585
4987,"Troy, ME",1018
4988,"Unity, ME",2328
4989,"Vassalboro, ME",4520
4992,"West Farmington, ME (PO boxes)",66
5001,"White River Junction, VT",8674
5030,"Ascutney, VT (PO boxes)",69
5031,"Barnard, VT (PO boxes)",71
5032,"Bethel, VT",2631
5033,"Bradford, VT",2973
5034,"Bridgewater, VT",290
5035,"Bridgewater Corners, VT",641
5036,"Brookfield, VT",940
5037,"Brownsville, VT",880
5038,"Chelsea, VT",1328
5039,"Corinth, VT",995
5040,"East Corinth, VT",528
5041,"East Randolph, VT",229
5042,"East Ryegate, VT",599
5043,"East Thetford, VT",998
5045,"Fairlee, VT",1686
5046,"Groton, VT",1164
5048,"Hartland, VT",2465
5050,"Mc Indoe Falls, VT (PO boxes)",130
5051,"Newbury, VT",1166
5052,"North Hartland, VT",341
5053,"North Pomfret, VT",289
5055,"Norwich, VT",3503
5056,"Plymouth, VT",406
5058,"Post Mills, VT",217
5059,"Quechee, VT (PO boxes)",1357
5060,"Randolph, VT",4590
5061,"Randolph Center, VT",1746
5062,"Reading, VT",675
5065,"Sharon, VT",1096
5067,"South Pomfret, VT",249
5068,"South Royalton, VT",3172
5069,"South Ryegate, VT",673
5070,"South Strafford, VT",460
5071,"South Woodstock, VT",307
5072,"Strafford, VT",509
5073,"Taftsville, VT",22
5075,"Thetford Center, VT",1254
5076,"Topsham, VT",468
5077,"Tunbridge, VT",1158
5079,"Vershire, VT",703
5081,"Wells River, VT",871
5083,"West Fairlee, VT",194
5084,"West Hartford, VT",85
5086,"West Topsham, VT",857
5088,"Wilder, VT (PO boxes)",783
5089,"Windsor, VT",4975
5091,"Woodstock, VT",3320
5101,"Bellows Falls, VT",4139
5141,"Cambridgeport, VT",60
5142,"Cavendish, VT",751
5143,"Chester, VT",4698
5146,"Grafton, VT",621
5148,"Londonderry, VT",1423
5149,"Ludlow, VT",2408
5150,"North Springfield, VT",854
5151,"Perkinsville, VT",1334
5152,"Peru, VT",533
5153,"Proctorsville, VT",799
5154,"Saxtons River, VT",481
5155,"South Londonderry, VT",933
5156,"Springfield, VT",8911
5158,"Westminster, VT",935
5161,"Weston, VT",590
5201,"Bennington, VT",14370
5250,"Arlington, VT",3550
5251,"Dorset, VT",1564
5252,"East Arlington, VT",361
5253,"East Dorset, VT",636
5254,"Manchester, VT (PO boxes)",476
5255,"Manchester Center, VT",4018
5257,"North Bennington, VT",3080
5260,"North Pownal, VT",373
5261,"Pownal, VT",2364
5262,"Shaftsbury, VT",2366
5301,"Brattleboro, VT",16681
5340,"Bondville, VT",1167
5341,"East Dover, VT",485
5342,"Jacksonville, VT",658
5343,"Jamaica, VT",986
5344,"Marlboro, VT (PO boxes)",807
5345,"Newfane, VT",1721
5346,"Putney, VT",5126
5350,"Readsboro, VT",706
5351,"South Newfane, VT",282
5352,"Stamford, VT",857
5353,"Townshend, VT",1128
5354,"Vernon, VT",2183
5355,"Wardsboro, VT",732
5356,"West Dover, VT",1313
5358,"West Halifax, VT",248
5359,"West Townshend, VT",569
5360,"West Wardsboro, VT",337
5361,"Whitingham, VT",864
5362,"Williamsville, VT",257
5363,"Wilmington, VT",2380
5401,"Burlington, VT",32059
5403,"South Burlington, VT",20166
5404,"Winooski, VT",7981
5405,"Burlington, VT",2351
5408,"Burlington, VT",10425
5439,"Colchester, VT",1455
5440,"Alburgh, VT",2106
5441,"Bakersfield, VT",542
5442,"Belvidere Center, VT",358
5443,"Bristol, VT",6387
5444,"Cambridge, VT",1948
5445,"Charlotte, VT",3912
5446,"Colchester, VT",16081
5447,"East Berkshire, VT",141
5448,"East Fairfield, VT",1150
5450,"Enosburg Falls, VT",5280
5452,"Essex Junction, VT",22153
5454,"Fairfax, VT",5167
5455,"Fairfield, VT",1219
5456,"Ferrisburgh, VT",1137
5457,"Franklin, VT",1577
5458,"Grand Isle, VT",2152
5459,"Highgate Center, VT",1699
5461,"Hinesburg, VT",4923
5462,"Huntington, VT",1856
5463,"Isle La Motte, VT",488
5464,"Jeffersonville, VT",2975
5465,"Jericho, VT",5587
5468,"Milton, VT",13369
5471,"Montgomery Center, VT",816
5472,"New Haven, VT",1787
5473,"North Ferrisburgh, VT",1470
5474,"North Hero, VT",939
5476,"Richford, VT",3185
5477,"Richmond, VT",4551
5478,"Saint Albans, VT",15704
5481,"Saint Albans Bay, VT (PO boxes)",16
5482,"Shelburne, VT",7751
5483,"Sheldon, VT",1653
5485,"Sheldon Springs, VT (PO boxes)",20
5486,"South Hero, VT",1608
5487,"Starksboro, VT",1507
5488,"Swanton, VT",7945
5489,"Underhill, VT",3355
5491,"Vergennes, VT",5784
5492,"Waterville, VT",771
5494,"Westford, VT",1754
5495,"Williston, VT",10897
5602,"Montpelier, VT",12235
5640,"Adamant, VT",110
5641,"Barre, VT",16709
5647,"Cabot, VT",1064
5648,"Calais, VT",464
5649,"East Barre, VT",494
5650,"East Calais, VT",1124
5651,"East Montpelier, VT",1503
5652,"Eden, VT",818
5653,"Eden Mills, VT",520
5654,"Graniteville, VT",1239
5655,"Hyde Park, VT",3020
5656,"Johnson, VT",3566
5658,"Marshfield, VT",1502
5660,"Moretown, VT",1841
5661,"Morrisville, VT",5881
5663,"Northfield, VT",6559
5664,"Northfield Falls, VT (PO boxes)",92
5666,"North Montpelier, VT",37
5667,"Plainfield, VT",2235
5669,"Roxbury, VT",564
5670,"South Barre, VT (PO boxes)",35
5672,"Stowe, VT",5238
5673,"Waitsfield, VT",2680
5674,"Warren, VT",1977
5675,"Washington, VT",923
5676,"Waterbury, VT",5190
5677,"Waterbury Center, VT",2233
5678,"Websterville, VT (PO boxes)",177
5679,"Williamstown, VT",3263
